Dragon	Stage	Age Category	Hit Dice	Combat Modifier	THAC0	Breath Weapon	Spell Level	Magic Resistance	Special Immunities/Abilities
Crystal	1	Hatchling	4	+1	17	1d4+1	None	Nil	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers:
Crystal	2	Very young	6	+2	15	2d4+2	None	Nil	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers:
Crystal	3	Young	8	+3	13	3d4+3	None	Nil	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers:
Crystal	4	Juvenile	10	+4	11	4d4+4	1st	Nil	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day
Crystal	5	Young adult	11	+5	10	5d4+5	2nd	5%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day
Crystal	6	Adult	12	+6	9	6d4+6	3rd	10%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day
Crystal	7	Mature adult	13	+7	8	7d4+7	4th	15%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day
Crystal	8	Old	14	+8	7	8d4+8	5th	20%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day
Crystal	9	Very old	15	+9	6	9d4+9	6th	25%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day | +Very old: luckscale once a day. This allows the dragon to enchant one of its scales as a stone of good luck. The enchantment lasts one hour per age category of the dragon. Such scales are given to friendly visitors
Crystal	10	Venerable	16	+10	5	10d4+10	7th	30%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day | +Very old: luckscale once a day. This allows the dragon to enchant one of its scales as a stone of good luck. The enchantment lasts one hour per age category of the dragon. Such scales are given to friendly visitors
Crystal	11	Wyrm	17	+11	4	11d4+11	7th	35%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day | +Very old: luckscale once a day. This allows the dragon to enchant one of its scales as a stone of good luck. The enchantment lasts one hour per age category of the dragon. Such scales are given to friendly visitors | +Wyrm: control winds three times a day
Crystal	12	Great Wyrm	18	+12	3	12d4+12	7th	40%	Innate: This dragon's breath weapon is a cone of glowing shards; the cone is 60 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught in the blast can save vs. breath weapon for half damage, and must make a second saving throw vs. breath weapon or be blinded by the dazzling shards for one turn per age level of the dragon. The shards shine as bright as daylight, and can be seen for miles. Creatures within 60 feet must save vs. breath weapon or be dazzled, incurring a penalty of -2 to attack rolls for one turn per age level of the dragon. A crystal dragon casts spells and uses magical abilities at 5th level, plus its combat modifier. Crystal dragons are born immune to light-based attacks and normal cold, and able to cast charm person at will. As they age, they gain these additional powers: | +Juvenile: color spray three times a day | +Mature adult: suggestion three times a day | +Very old: luckscale once a day. This allows the dragon to enchant one of its scales as a stone of good luck. The enchantment lasts one hour per age category of the dragon. Such scales are given to friendly visitors | +Wyrm: control winds three times a day
Emerald	1	Hatchling	6	+1	15	2d4+1	None	Nil	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers:
Emerald	2	Very young	8	+2	13	4d4+2	None	Nil	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers:
Emerald	3	Young	10	+3	11	6d4+3	None	Nil	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day
Emerald	4	Juvenile	12	+4	9	8d4+4	1st	Nil	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day
Emerald	5	Young adult	13	+5	8	10d4+5	2nd	15%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day
Emerald	6	Adult	14	+6	7	12d4+6	3rd	20%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day
Emerald	7	Mature adult	15	+7	6	14d4+7	4th	25%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day
Emerald	8	Old	16	+8	5	16d4+8	5th	30%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day
Emerald	9	Very old	17	+9	4	18d4+9	6th	35%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day
Emerald	10	Venerable	18	+10	3	20d4+10	6th	40%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day | +Venerable: animate rock once a day
Emerald	11	Wyrm	19	+11	2	22d4+11	8th	45%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day | +Venerable: animate rock once a day
Emerald	12	Great Wyrm	20	+12	1	24d4+12	9th	50%	Innate: An emerald dragon's breath weapon is a loud, keening wail which sets up a sonic vibration affecting all creatures within 120 feet of the dragon's mouth. Those in the area can save vs. breath weapons for half damage from the painful vibrations. Victims must make a second saving throw vs. breath weapon or be stunned, unable to defend or attack, for three rounds per age level of the dragon, plus 1d4 rounds. Those who successfully save are deafened and disoriented instead, for a like amount of time, and at -1 to attack rolls. Deafness does not protect one from vibratory damage, but pre-vents stunning or additional deafness. An emerald dragon casts spells and uses its magical abilities at 6th level, plus its combat modifier. Emerald dragons are born with an innate flame walk ability and an immunity to sound-based attacks. As they age, they gain the following additional powers: | +Young: audible glamer three times a day | +Juvenile: hypnotism three times a day | +Adult: Melf's minute meteors three times a day | +Mature adult: hold person three times a day | +Venerable: animate rock once a day | +Great Wyrm: geas once a day. Hypnotism and geas are effected by the dragon's skilled rippling movement of its scales
Sapphire	1	Hatchling	7	+1	13	2d6+1	None	Nil	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers:
Sapphire	2	Very young	9	+2	11	4d6+2	None	Nil	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers:
Sapphire	3	Young	11	+3	9	6d6+3	None	Nil	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day
Sapphire	4	Juvenile	13	+4	7	8d6+4	1st	Nil	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day
Sapphire	5	Young adult	14	+5	6	10d6+5	2nd	20%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day
Sapphire	6	Adult	15	+6	5	12d6+6	3rd	25%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day
Sapphire	7	Mature adult	16	+7	4	14d6+7	4th	30%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day
Sapphire	8	Old	17	+8	3	16d6+8	4th	35%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day
Sapphire	9	Very old	18	+9	2	18d6+9	6th	40%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day
Sapphire	10	Venerable	19	+10	1	20d6+10	7th	45%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day | +Venerable: wall of stone three times a day
Sapphire	11	Wyrm	20	+11	0	22d6+11	9th	50%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day | +Venerable: wall of stone three times a day
Sapphire	12	Great Wyrm	21	+12	-1	24d6+12	9th	55%	Innate: This dragon's breath weapon is cone of high-pitched, almost inaudible sound, 75 feet long, 5 feet wide at the dragon's mouth, and 25 feet wide at the base. Creatures caught by the blast can save vs. breath weapon for half damage from the sound's disruption, and must make a second saving throw vs. breath weapon or be affected by fear, fleeing the dragon in panic for two rounds per age level of the dragon, plus 1d6 rounds. This is a metabolic effect, and creatures unaffected by magical fear still suffer from the effects if they fail their save. Deafness does not protect one from the breath weapon's damage, though it prevents fear effects. A sapphire dragon casts spells and uses magical abilities at 7th level, plus combat modifier. Sapphire dragons are born with immunity to all forms of fear, as well as immunity to web, hold, slow, and paralysis. As they age, they gain the following additional powers: | +Young: continual light three times a day | +Juvenile: stone shape three times a day | +Adult: anti-magic shell once a day | +Mature adult: passwall six times a day | +Venerable: wall of stone three times a day | +Great Wyrm: sunray three times a day
